Address,City,County,Id,License,State,Structure Type,Latitude,Longitude,Structure
52618 OLE EAST END RD (97847),Homer,KENAI PENINSULA,20435,AT&T,AK,LTOWER,59.743138889,-151.251138889,35
3413 Levan Avenue (93997),Wasilla,MATANUSKA-SUSITNA,20436,AT&T,AK,MTOWER,61.552527778,-149.535555556,35.1
MILE POST 36.5 SEWARD HWY (106240),MOOSE PASS,KENAI PENINSULA,20491,AT&T,AK,LTOWER,60.532583333,-149.534444444,18.9
17205 BISHOP STREET (112130),Ninilchik,KENAI PENINSULA,20490,AT&T,AK,MTOWER,60.023,-151.589861111,38.4
"SE 1/4 S30, T08S, R06W, CRM (101364)",Valdez,VALDEZ-CORDOVA,20489,AT&T,AK,MTOWER,61.14025,-146.3635,11.6
18392 N GLENN HWY (101369),SUTTON,MATANUSKA-SUSITNA,20488,AT&T,AK,LTOWER,61.719111111,-148.838388889,36.6
22302 West Johnny Parks Drive (110443),WASILLA,MATANUSKA-SUSITNA,20487,AT&T,AK,LTOWER,61.431694444,-149.997944444,121.9
631 BOZEMAN ROAD   (60366),Sulligent,LAMAR,10143,AT&T,AL,LTOWER,33.842111111,-88.175916667,90.8
15307 COUNTY ROAD 400 (36758),HILLSBORO,LAWRENCE,38241,AT&T,AL,GTOWER,34.657194444,-87.158527778,80.8
1500 County Rd 45 (122350),Waterloo,LAUDERDALE,38242,AT&T,AL,LTOWER,34.924944444,-88.08125,94.4
2601 COUNTY ROAD 51 (83332),Anderson,LAUDERDALE,38243,AT&T,AL,LTOWER,34.922972222,-87.256944444,78.9
9790 HIGHWAY 157 (85353),Florence,LAUDERDALE,38244,AT&T,AL,LTOWER,34.921277778,-87.755333333,77.7
408 COUNTY ROAD 364 (79089),KILLEN,LAUDERDALE,38245,AT&T,AL,LTOWER,34.930722222,-87.536111111,63.1
1958 COUNTRY ROAD I66,FORT PAYNE,DEKALB,8193,Verizon,AL,TOWER,34.480166667,-85.662944444,106.3
JACKSON CTY RT 88,PISGAH,JACKSON,8194,Verizon,AL,TOWER,34.6925,-85.900833333,106.3
RT. 3,Collinsville,DEKALB,8195,Verizon,AL,TOWER,34.356194444,-85.885777778,58.9
Route 2 Box 58,Woodville,JACKSON,8196,Verizon,AL,TOWER,34.699388889,-86.250138889,49
8180 OLD HIGHWAY 20 (66727),LEIGHTON,COLBERT,38246,AT&T,AL,GTOWER,34.692277778,-87.517388889,81.4
251 GOARDSVILLE ROAD (8334),Lexington,LAUDERDALE,38247,AT&T,AL,LTOWER,34.974027778,-87.361555556,79.2
15 MISTY MOUNTAIN ROAD (79090),TUSCUMBIA,COLBERT,38248,AT&T,AL,LTOWER,34.631388889,-87.652222222,60.4
140 Highway 247 (86202),RUSSELLVILLE,COLBERT,38249,AT&T,AL,GTOWER,34.576361111,-87.955916667,103.6
919 Hwy 72 (66734),CHEROKEE,COLBERT,38250,AT&T,AL,LTOWER,34.761861111,-88.100833333,65.5
RT 2 WYETH MOUNTAIN RD,Guntersville,MARSHALL,8198,Verizon,AL,TOWER,34.335833333,-86.283888889,59.1
(Gurley) 128 COUNTY ROAD 240,GURLEY,JACKSON,8201,Verizon,AL,LTOWER,34.667694444,-86.341805556,59
KL Court,DOTHAN,HOUSTON,15886,AT&T,AL,GTOWER,31.100972222,-85.349194444,80.5
944 County Road 101,Gordon,HOUSTON,15888,AT&T,AL,LTOWER,31.124472222,-85.104305556,48.2
4106 County Road 11,ARITON,DALE,15889,AT&T,AL,LTOWER,31.549444444,-85.717333333,82.3
203 North County Road 67,Midland City,DALE,15890,AT&T,AL,LTOWER,31.4805,-85.466222222,58.5
689 North State Highway 123,Newton,HOUSTON,15891,AT&T,AL,GTOWER,31.252194444,-85.626027778,93.9
1318 Mills Austin Road,Daleville,DALE,15892,AT&T,AL,LTOWER,31.233277778,-85.714666667,72.8
187 Industrial Park Blvd.,Columbia,HOUSTON,15893,AT&T,AL,GTOWER,31.301083333,-85.105805556,103.6
2133 County Road 60,Skipperville,DALE,15894,AT&T,AL,GTOWER,31.555833333,-85.558444444,78.9
6338 County Road 65  (130903),Roanoke,RANDOLPH,13491,AT&T,AL,LTOWER,33.215444444,-85.410666667,94.5
47736 Highway 22  (130609),Wadley,RANDOLPH,13490,AT&T,AL,GTOWER,33.113388889,-85.566611111,96.3
6532 COUNTY ROAD 82 (86200),Wedowee,RANDOLPH,13489,AT&T,AL,GTOWER,33.422055556,-85.552277778,94.5
449 Neely Rd (81836),Ashland,CLAY,13488,AT&T,AL,GTOWER,33.175833333,-85.891111111,147.8
300 INDUSTRIAL DRIVE (36743),Lincoln,TALLADEGA,13487,AT&T,AL,LTOWER,33.610666667,-86.152388889,94.4
192 County Rd 422 (70412),HEFLIN,CLEBURNE,13486,AT&T,AL,GTOWER,33.643333333,-85.502333333,123.4
1082 Highway 281 (70416),Heflin,CLEBURNE,13485,AT&T,AL,GTOWER,33.6425,-85.634722222,36.9
268 HILLSIDE CIRCLE  (70421),Childersburg,TALLADEGA,13484,AT&T,AL,LTOWER,33.248666667,-86.353527778,79.5
255 KRISTI LANE (79153),SYLACAUGA,TALLADEGA,13483,AT&T,AL,LTOWER,33.199444444,-86.301111111,56.6
3686 MADKIN MOUNTAIN SERVICE ROAD (64475),Redstone Arsenal,MADISON,14955,AT&T,AL,LTOWER,34.666916667,-86.643194444,58.8
6099 AL HIGHWAY 69 (64498),Guntersville,MARSHALL,14956,AT&T,AL,LTOWER,34.359527778,-86.388472222,97.5
4820 BELLE TOWER (64497),Mooresville,LIMESTONE,14957,AT&T,AL,LTOWER,34.625194444,-86.897722222,60.9
359 RACKING LN (64502),Boaz,MARSHALL,14958,AT&T,AL,GTOWER,34.178,-86.301722222,68.5
24458 HARDIMAN LANE (64493),ELKMONT,LIMESTONE,14959,AT&T,AL,LTOWER,34.953666667,-86.883583333,93.3
1701 ANDERSON RIDGE RD (64486),GRANT,MARSHALL,14960,AT&T,AL,LTOWER,34.528444444,-86.307361111,60.7
240 A FRANK HEREFORD ROAD (85603),New Market,MADISON,14961,AT&T,AL,LTOWER,34.887638889,-86.429305556,78.9
16810 COUNTY ROAD #33 (64488),ATHENS,LIMESTONE,14962,AT&T,AL,GTOWER,34.802416667,-87.090222222,80.8
2203 DILLY HILL ROAD (108385),MCKENZIE,BUTLER,17467,AT&T,AL,GTOWER,31.55925,-86.85425,129.5
1211 JASMINE HILL ROAD (108373),GREENVILLE,BUTLER,17468,AT&T,AL,GTOWER,31.925277778,-86.566111111,122.8
220 East Boll Weevil Circle (108405),ENTERPRISE,COFFEE,17469,AT&T,AL,GTOWER,31.298527778,-85.827805556,98.4
971 MANNINGHAM ROAD (70354),GREENVILLE,BUTLER,17470,AT&T,AL,GTOWER,31.83925,-86.65875,110
Haleyville Site 895 First Ave S. (AL14031-A),Haleyville,MARION,45776,Verizon,AL,TOWER,34.21475,-87.638,106.7
(Natural Bridge site) 733 Hwy 278,Haleyville,WINSTON,45775,Verizon,AL,TOWER,34.088666667,-87.625166667,94.5
(Kings Bluff site) 5879 Hwy 278,Haleyville,WINSTON,45774,Verizon,AL,TOWER,34.122638889,-87.556361111,94.5
901 4th Street SE,Red Bay,FRANKLIN,45773,Verizon,AL,TOWER,34.435416667,-88.142638889,80.8
GODSEY ROAD,DOUBLE SPRINGS,WINSTON,45772,Verizon,AL,TOWER,34.154083333,-87.391805556,89.6
901 Black Road,Sommerville,MORGAN,45771,Verizon,AL,TOWER,34.470916667,-86.806666667,94.4
262 Ferrite Lane (108377),HARTFORD,GENEVA,17471,AT&T,AL,LTOWER,31.101472222,-85.676527778,96
4102 State Highway 54 (108384),Kinston,GENEVA,17472,AT&T,AL,GTOWER,31.083777778,-86.168638889,64.6
4709 US Hwy 84 (108426),RED LEVEL,COVINGTON,17474,AT&T,AL,GTOWER,31.382083333,-86.632055556,128.6
732 HIGHWAY 231 (109429),BRUNDIDGE,COFFEE,17476,AT&T,AL,LTOWER,31.611361111,-85.795694444,78.9
328 Old Fadette Rd. (108381),Slocomb,GENEVA,17477,AT&T,AL,GTOWER,31.121972222,-85.529833333,78.6
216 OLD MERIWEATHER TRAIL (108374),Highland Home,CRENSHAW,17478,AT&T,AL,LTOWER,31.964222222,-86.314166667,94.5
14969 BRASWELL ROAD (108401),ANDALUSIA,COVINGTON,17479,AT&T,AL,GTOWER,31.203611111,-86.447861111,79.2
5763 COUNTY ROAD 7714 DUP (108392),TROY,PIKE,17480,AT&T,AL,GTOWER,31.958472222,-86.0065,128
"0.37 MILE W OF SR-165, 0.13 MILE E OF COUNTY HWY 43",SEALE,RUSSELL,15256,Verizon,AL,TOWER,32.190694444,-85.047527778,80.8
655 South Main (108403),BRUNDIDGE,PIKE,17481,AT&T,AL,LTOWER,31.706638889,-85.813916667,106.7
432 Sunset Drive (120985),Forest Home,BUTLER,17482,AT&T,AL,LTOWER,31.858722222,-86.834472222,77.4
INT CO RDS 22 & 65,HATCHECHUBBEE,RUSSELL,15251,Verizon,AL,TOWER,32.350833333,-85.296666667,128
"Jan Street, North of",Oneonta,BLOUNT,45770,Verizon,AL,TOWER,33.95925,-86.470055556,82.3
1202 Pitt Road,Blountsville,BLOUNT,45769,Verizon,AL,TOWER,34.144305556,-86.508555556,97.5
890 CO RD 74,GUIN,MARION,45768,Verizon,AL,TOWER,34.047305556,-87.89225,131.1
596 FIRE TOWER RD,HAMILTON,MARION,45767,Verizon,AL,TOWER,34.112333333,-88.024472222,35.1
619 HUNTER RD.,ADDISON,CULLMAN,45766,Verizon,AL,TOWER,34.211277778,-87.189444444,77.7
2501 STATE HWY 253,WINFIELD,MARION,45765,Verizon,AL,TOWER,33.958527778,-87.838194444,106.7
"1849 TANNER DRIVE, N.W.",CULLMAN,CULLMAN,45764,Verizon,AL,TOWER,34.200277778,-86.876111111,80.8
.6 MI W OF I65 .6 MI SSW OF I65 & SR36 JCT 1742 BYRD ROAD,HARTSELLE,MORGAN,45763,Verizon,AL,TOWER,34.423333333,-86.900555556,80.7
INTERSECTION OF VINE AND SYCAMORE 201 VINE STREET,DECATUR,MORGAN,45762,Verizon,AL,TOWER,34.613888889,-86.988333333,96.3
75 co RD 277,Court Land,LAWRENCE,45761,Verizon,AL,TOWER,34.621194444,-87.263361111,87.5
246 PARKER RD,MOULTON,LAWRENCE,45760,Verizon,AL,TOWER,34.510277778,-87.283333333,93.4
14187 HWY 43,RUSSELLVILLE,FRANKLIN,45759,Verizon,AL,TOWER,34.5,-87.721388889,93.4
7334 Hwy 22,Spruce Pine,FRANKLIN,45758,Verizon,AL,TOWER,34.402583333,-87.753361111,97
4020 MOUNTAIN VALLEY ROAD,PRICEVILLE,MORGAN,45757,Verizon,AL,TOWER,34.530555556,-86.910277778,97.5
(Newburg) 13873 Country Road 81,Russellville,FRANKLIN,45756,Verizon,AL,LTOWER,34.445833333,-87.582777778,60.7
TRINITY MOUNTAIN,TRINITY,MORGAN,45755,Verizon,AL,TOWER,34.580833333,-87.096388889,121.9
FAULKVILLE; 23317 US HWY 31,FAULKVILLE,CULLMAN,45754,Verizon,AL,TOWER,34.296388889,-86.900555556,76
HANCEVILLE; 2715 COUNTY ROAD #587,HANCEVILLE,CULLMAN,45753,Verizon,AL,TOWER,34.237777778,-86.8475,111
HAYDEN; 944 HIGH POINT DRIVE,HAYDEN,BLOUNT,45752,Verizon,AL,TOWER,33.886666667,-86.858611111,91.1
5706 PEEKS HILL ROAD (67626),Ohatchee,CALHOUN,10467,AT&T,AL,LTOWER,33.84875,-85.920888889,77.7
780 MOUNTAIN VIEW DRIVE (67623),PIEDMONT,CALHOUN,10466,AT&T,AL,LTOWER,33.907527778,-85.616944444,59.1
2160 MARTIN LUTHER KING DR (67628),OXFORD,CALHOUN,10465,AT&T,AL,LTOWER,33.620138889,-85.873194444,51.5
660 Aarons Way (79101),ANNISTON,CALHOUN,10464,AT&T,AL,LTOWER,33.681833333,-85.815888889,61.3
1162 CO Highway 345  (105164),Hackleburg,MARION,10199,AT&T,AL,GTOWER,34.276555556,-87.848361111,93.3
9825 Bankhead Highway (70378),Winfield,MARION,10198,AT&T,AL,GTOWER,33.943638889,-87.650555556,78.6
155  FAWN GROVE ROAD (70393),WINFIELD,MARION,10197,AT&T,AL,LTOWER,33.927861111,-87.783555556,77.4
1869 CR 41 (70390),ARLEY,WINSTON,10196,AT&T,AL,GTOWER,34.012583333,-87.215222222,102.4
210 Gin Street   (103862),Bear Creek,MARION,10194,AT&T,AL,LTOWER,34.272666667,-87.699472222,93
9825 COUNTY ROAD 41 (70389),Arley,WINSTON,10193,AT&T,AL,LTOWER,34.119,-87.201361111,88.7
619 HUNTER RD. (70377),ADDISON,WINSTON,10192,AT&T,AL,GTOWER,34.211277778,-87.189472222,77.7
198 TOWER LANE (79149),HAMILTON,MARION,10191,AT&T,AL,LTOWER,34.082277778,-87.975611111,79.2
39591 HIGHWAY 195 (70375),Haleyville,WINSTON,10190,AT&T,AL,LTOWER,34.222416667,-87.591333333,87.8
43 Cagle Road (70376),DOUBLE SPRINGS,WINSTON,10189,AT&T,AL,LTOWER,34.154027778,-87.391694444,86.9
132 WINDY HILL CIR (79111),RAINBOW CITY,ETOWAH,10177,AT&T,AL,LTOWER,33.918611111,-86.083055556,39.3
150 BOUTWELL ROAD (69921),GADSDEN,ETOWAH,10176,AT&T,AL,LTOWER,34.127972222,-86.117611111,97.5
560 WHITES CHAPEL ROAD (69920),GADSDEN,ETOWAH,10175,AT&T,AL,LTOWER,34.06175,-85.924805556,81.3
661 CANNON GAP RD (69919),Gadsden,ETOWAH,10174,AT&T,AL,LTOWER,33.964166667,-85.791138889,78.9
870 County Rd 368   (99933),Section,JACKSON,10169,AT&T,AL,GTOWER,34.567944444,-85.917333333,103.3
2445 County Rd 326   (99925),FLAT ROCK,JACKSON,10168,AT&T,AL,GTOWER,34.777805556,-85.662305556,93
1183 Hwy 79   (70401),Scottsboro,JACKSON,10167,AT&T,AL,GTOWER,34.549277778,-86.146083333,111.3
165 County Rd 266   (99924),BRYANT,JACKSON,10166,AT&T,AL,GTOWER,34.940722222,-85.658277778,82
128 County Rd. 240   (64484),Gurley,JACKSON,10164,AT&T,AL,LTOWER,34.667638889,-86.341722222,60
2064 COUNTY ROAD 96   (70398),Stevenson,JACKSON,10163,AT&T,AL,LTOWER,34.876166667,-85.784222222,56.6
1832 AL State Hwy. 14 (110374),Greensboro,HALE,10155,AT&T,AL,GTOWER,32.685972222,-87.500777778,106.1
543 A Tiger Road   (79151),Greensboro,HALE,10154,AT&T,AL,LTOWER,32.721222222,-87.586805556,95.1
1573 Hargrove Road   (110264),Aliceville,SUMTER,10153,AT&T,AL,LTOWER,32.959611111,-88.233194444,79.2
801 McNees Crossing Road  (83312),Vernon,LAMAR,10152,AT&T,AL,LTOWER,33.755388889,-88.185777778,60
561 TERRACE TRACE   (81601),Moundville,HALE,10151,AT&T,AL,GTOWER,32.911527778,-87.632055556,106.4
686 Sandy Springs Road   (70410),Gordo,PICKENS,10150,AT&T,AL,GTOWER,33.293583333,-87.852583333,110
2409 County Road 30   (66720),Ethelsville,PICKENS,10149,AT&T,AL,LTOWER,33.470194444,-88.245472222,78
6620 HWY 18 EAST   (86392),FAYETTE,FAYETTE,10148,AT&T,AL,GTOWER,33.692361111,-87.722944444,105.5
21672 HIGHWAY 17   (70408),CARROLTON,PICKENS,10147,AT&T,AL,GTOWER,33.218638889,-88.096444444,343.2
9041 CR 26 S.   (66718),BANKSTON,FAYETTE,10146,AT&T,AL,GTOWER,33.625138889,-87.669888889,106.1
1313 Mt. Hebron Road   (83281),Beaverton,LAMAR,10145,AT&T,AL,GTOWER,33.930777778,-88.079444444,92.7
"ROUTE 1, BOX 251   (70406)",Aliceville,PICKENS,10144,AT&T,AL,GTOWER,33.051277778,-88.263611111,89.9
110 HAYES ROAD   (70407),York,SUMTER,10142,AT&T,AL,GTOWER,32.495,-88.31725,105.8
23175 US HIGHWAY 11   (70404),Livingston,SUMTER,10141,AT&T,AL,GTOWER,32.663444444,-88.168083333,122.8
142 PAT'S DRIVE (60299),ASHVILLE,ST. CLAIR,10125,AT&T,AL,LTOWER,33.827083333,-86.245416667,59.1
67 FIRE TOWER RD #6 (78908),CORDOVA,WALKER,10124,AT&T,AL,GTOWER,33.807222222,-87.114305556,85.6
475 DEERMANS CHAPEL ROAD (36742),Steele,ST. CLAIR,10123,AT&T,AL,GTOWER,33.9075,-86.228861111,106.7
134 Walnut Street (83860),Ragland,ST. CLAIR,10122,AT&T,AL,LTOWER,33.721166667,-86.157277778,79.2
1273 MARIGOLD ROAD (78921),JASPER,WALKER,10121,AT&T,AL,GTOWER,33.944861111,-87.329527778,89.3
150 HUMMINGBIRD LANE (60301),QUINTON,WALKER,10120,AT&T,AL,LTOWER,33.634444444,-87.169416667,59.1
300 HIGHWAY 222 (60343),MONTEVALLO,SHELBY,10119,AT&T,AL,GTOWER,33.119,-86.813638889,123.4
7279 WILLIAM HOWTONS ROAD (60300),MULGA,JEFFERSON,10118,AT&T,AL,LTOWER,33.536194444,-87.085222222,58.8
1218 OLD HIGHWAY 78 (60270),Carbon Hill,WALKER,10117,AT&T,AL,GTOWER,33.909194444,-87.562888889,89
699 HILL TOP ROAD (60266),WARRIOR,JEFFERSON,10116,AT&T,AL,LTOWER,33.80225,-86.834638889,89
340 WESTOVER ROAD (60273),Harpersville,SHELBY,10115,AT&T,AL,LTOWER,33.359166667,-86.480833333,60.7
1160 TOWER RD (60264),SPRINGVILLE,ST. CLAIR,10114,AT&T,AL,LTOWER,33.770944444,-86.449694444,89
104 SHELL LANE (60263),PELL CITY,ST. CLAIR,10113,AT&T,AL,LTOWER,33.61375,-86.262388889,81.1
6951 MCASHAN DRIVE (78919),MCCALLA,JEFFERSON,10112,AT&T,AL,LTOWER,33.318805556,-87.044194444,128
23917 ROUTE 25 NORTH (78916),Columbiana,SHELBY,10111,AT&T,AL,LTOWER,33.207972222,-86.577944444,105.2
1100 CHAUMOUT AVE. (36998),DAUPHIN ISLAND,MOBILE,14261,AT&T,AL,MTOWER,30.256805556,-88.115194444,35.7
AHN 750 HIGHWAY 43   (37038),MCINTOSH,WASHINGTON,14260,AT&T,AL,GTOWER,31.287027778,-88.030555556,96
25440 PATTERSON ROAD   (62954),ROBERTSDALE,BALDWIN,14258,AT&T,AL,GTOWER,30.617333333,-87.591055556,93
60 STA-FAST ROAD   (86209),URIAH,MONROE,14257,AT&T,AL,GTOWER,31.299,-87.502388889,96
69 AHN JOHN JOHNSTON RD  (70449),MCINTOSH,WASHINGTON,14256,AT&T,AL,LTOWER,31.2475,-88.095972222,61
836 MULBERRY AVENUE (70382),RUSSELLVILLE,FRANKLIN,38260,AT&T,AL,GTOWER,34.536111111,-87.720277778,93.6
8555 COUNTY ROAD 22 (70383),SPRUCE PINE,FRANKLIN,38261,AT&T,AL,GTOWER,34.3975,-87.737777778,97.5
9363 COUNTY ROAD 214 (70387),Trinity,LAWRENCE,38262,AT&T,AL,GTOWER,34.5565,-87.12675,111.3
15307 COUNTY ROAD 400 (36758),HILLSBORO,LAWRENCE,38263,AT&T,AL,GTOWER,34.657194444,-87.158527778,80.8
HIGHWAY 101 (86389),TOWN CREEK,LAWRENCE,38264,AT&T,AL,LTOWER,34.730277778,-87.406916667,114.9
772 HIGHWAY 424 (86203),Russellville,FRANKLIN,38265,AT&T,AL,GTOWER,34.484138889,-87.959916667,100.6
2000 COUNTY ROAD 46 (83760),Town Creek,LAWRENCE,38266,AT&T,AL,GTOWER,34.510722222,-87.444805556,110.3
903 BEAR CHASE LANE (70385),Red Bay,FRANKLIN,38267,AT&T,AL,LTOWER,34.435416667,-88.142638889,80.8
5720 COUNTY ROAD 81 (64512),Danville,LAWRENCE,38268,AT&T,AL,GTOWER,34.406277778,-87.163027778,110.6
8450 SPICE POND ROAD,MOBILE,MOBILE,20396,Verizon,AL,TOWER,30.832972222,-88.241666667,122.8
Gulf Shores Cell Site - 23200 WOLFBAY DR,FOLEY,BALDWIN,20398,Verizon,AL,TOWER,30.34775,-87.628694444,126.5
7951 15TH STREET,IRVINGTON,MOBILE,20399,Verizon,AL,TOWER,30.504638889,-88.228888889,90.8
31557 U.S. HIGHWAY 90,SEMINOLE,BALDWIN,20401,Verizon,AL,TOWER,30.521583333,-87.487194444,90.8
13370-B EZELL ROAD,Grand Bay,MOBILE,20403,Verizon,AL,TOWER,30.496305556,-88.358611111,90.8
0.9 MILE SOUTH-SOUTHWEST OF INTERSECTION I-10 OF INTERSTATE 10 & HIGHWAY 87,Taylor's Camps,BALDWIN,20405,Verizon,AL,TOWER,30.588944444,-87.561083333,90.8
1000 FEET SW OF INTERSECTION OF TWIN BEACH ROAD & SECTION STREET,FAIRHOPE,BALDWIN,20407,Verizon,AL,TOWER,30.500472222,-87.905527778,76.8
17005 HWY. 43 (CHASTANG),MT. VERNON,MOBILE,20410,Verizon,AL,TOWER,31.045166667,-88.025555556,97.5
60 STA-FAST ROAD (86209),URIAH,MONROE,9039,AT&T,AL,GTOWER,31.299,-87.502388889,96
AHN 750 HIGHWAY 43 (37038),McINTOSH,WASHINGTON,9037,AT&T,AL,GTOWER,31.287027778,-88.030555556,96
593 Phillips Road  (78972),Flomaton,ESCAMBIA,9036,AT&T,AL,GTOWER,31.027777778,-87.243138889,77.1
HIGHWAY 17 1 MILE NORTH OF US 45 (70450),DEER PARK,WASHINGTON,9033,AT&T,AL,GTOWER,31.252194444,-88.304972222,96.6
34214 US HIGHWAY 43 (70453),Thomasville,CLARKE,9032,AT&T,AL,MTOWER,31.938583333,-87.735805556,49.7
4694 Coon Trail Road (70454),Tunnel Springs,MONROE,9031,AT&T,AL,GTOWER,31.626916667,-87.203944444,84.4
6550 HIGHWAY 43 (70448),JACKSON,CLARKE,9030,AT&T,AL,GTOWER,31.575333333,-87.886138889,153.3
4.4 MILES SOUTHWEST OF MILE MARKER 98 OF (70452),THOMASVILLE,CLARKE,9029,AT&T,AL,GTOWER,31.895416667,-87.780111111,153.9
2050 KIRKLAND ROAD (70443),Brewton,ESCAMBIA,9028,AT&T,AL,GTOWER,31.140472222,-87.04475,96
144 DALE DRIVE (70440),ATMORE,ESCAMBIA,9027,AT&T,AL,GTOWER,31.097111111,-87.492416667,128.6
69 AHN JOHN JOHNSTON ROAD (70449),MCINTOSH,WASHINGTON,9026,AT&T,AL,LTOWER,31.2475,-88.095972222,61
OWASSA ROAD (70445),EVERGREEN,CONECUH,9025,AT&T,AL,GTOWER,31.476416667,-86.939638889,154.2
Dauphin Island Cell Site - 1200 FT NNW INT SR163 & BIENVILLE RD,DAUPHIN ISLAND,MOBILE,20412,Verizon,AL,TOWER,30.256944444,-88.114166667,33.8
Ft. Morgan Cell Site - 908 Veterans Rd.-South of Hwy 180 and Veterans Rd. Jct,Fort Morgan,BALDWIN,20413,Verizon,AL,TOWER,30.237388889,-87.867,84.4
"Off County Rt 22, approximately 1 mile S of intersection of Routes 147 & 431",Opelika,CHAMBERS,45845,Verizon,AL,TOWER,32.758472222,-85.472444444,320
Section 32 T22N 23E Tallapoosa,Dadeville,TALLAPOOSA,45846,Verizon,AL,TOWER,32.849027778,-85.769694444,80.8
"Off State Rt 22, approximately 1 mile NW of intersection with Route 63",Alexander City,TALLAPOOSA,45848,Verizon,AL,TOWER,32.949166667,-85.9375,104.5
Box 2 Shores Dr.,Jacksons Gap,TALLAPOOSA,45850,Verizon,AL,TOWER,32.781111111,-85.934694444,80.8
RT 2 BOX 275 / OLD BOWDEN RD,HEFLIN,CLEBURNE,45852,Verizon,AL,TOWER,33.644277778,-85.501888889,126.8
357-A Highway 280,Mt. Olive,COOSA,45853,Verizon,AL,TOWER,33.073166667,-86.168305556,80.8
16856 CO. RD. 49,LEBANON,CLEBURNE,45855,Verizon,AL,TOWER,33.672333333,-85.370777778,80.8
(Rockford site) 235 Hwy 22,ROCKFORD,COOSA,45856,Verizon,AL,TOWER,32.895833333,-86.170277778,86.3
202 Carter Hill RD,Talladega,TALLADEGA,45857,Verizon,AL,TOWER,33.453916667,-86.058694444,97.5
End of Lamar Street,Roanoke,RANDOLPH,45858,Verizon,AL,TOWER,33.166944444,-85.361027778,121.9
"20615 Goldville Road,  Hwy 49",Daviston,TALLAPOOSA,45859,Verizon,AL,TOWER,33.090694444,-85.781166667,97.5
964 Bradford Road,Lineville,CLAY,45860,Verizon,AL,TOWER,33.326916667,-85.691833333,97.5
4.8 km east of US Hwy 431,Wedowee,RANDOLPH,45861,Verizon,AL,TOWER,33.348777778,-85.482166667,97.5
"Stillwater, 8712  Hwy 49 South  (Walnut Creek / 028191)",Dadeville,TALLAPOOSA,45862,Verizon,AL,TOWER,32.719055556,-85.786305556,94.5
496 CR 61,Fruithurst,CLEBURNE,45863,Verizon,AL,TOWER,33.724722222,-85.494444444,94.5
(Rockford East Coosa) APPRX .2 MI S OF INT HWY 231 & CR 59,ROCKFORD,COOSA,45864,Verizon,AL,TOWER,32.927777778,-86.21,97.5
(Wind Creek site) (HWY 50) 196492136,Dadeville,TALLAPOOSA,45865,Verizon,AL,TOWER,32.710194444,-85.790666667,79.2
5660 Co. Rd. 13 (70394),HAMILTON,MARION,10195,AT&T,AL,LTOWER,34.193638889,-88.145888889,80.8
(Weaver site) 1598 Sunset Drive,Jacksonville,CALHOUN,10025,Verizon,AL,TOWER,33.754305556,-85.845222222,102.1
120 LORNE LANE,EASTABOGA,CALHOUN,10024,Verizon,AL,TOWER,33.586527778,-85.97575,88.1
(Piedmont) 778 Mount View Drive,PIEDMONT,CALHOUN,10023,Verizon,AL,LTOWER,33.907611111,-85.616916667,59.2
ON  BLUE MTN. 0.5 MI NE OF,ANNISTON,CALHOUN,10022,Verizon,AL,TOWER,33.680944444,-85.815527778,56.1
2800 FT E OF US 431 ATOP COLVIN MOUNTAIN 2500 FT SSE,ROCK SPRINGS,ETOWAH,10021,Verizon,AL,TOWER,33.932611111,-85.903583333,103
(Castleberry site)SW SIDE OF HWY 23 & I-65 (#300027),Castleberry,CONECUH,9441,Verizon,AL,TOWER,31.357027778,-87.077972222,104.2
28371 Hwy 17 (Millry IB196377505),Millry,WASHINGTON,9440,Verizon,AL,TOWER,31.61275,-88.311916667,106.6
(Springfield) 401 Happy Valley Road,Fulton,CLARKE,9439,Verizon,AL,GTOWER,31.792111111,-87.759472222,92.7
"Deer Park Site N OF DEER PARK, AL ON HWY 17, APPROX. 1 MI N OR US-45 INTERSEC.",DEER PARK,WASHINGTON,9438,Verizon,AL,TOWER,31.250388889,-88.305333333,129.5
2326 Co Rd 50 (Beatrice 100004555),BEATRICE,MONROE,9437,Verizon,AL,TOWER,31.726944444,-87.243888889,63.7
Uriah Site 7000 Feet NNE of Palmers Crossroads,Uriah,MONROE,9436,Verizon,AL,TOWER,31.318527778,-87.552166667,58.5
Chatom Site 79 West Front Street,Chatom,WASHINGTON,9435,Verizon,AL,TOWER,31.466388889,-88.255555556,67
HWY 43 1 MILE NORTH,JACKSON,CLARKE,9434,Verizon,AL,TOWER,31.575305556,-87.886472222,93.3
(Grove Hill) 300' SE OF US43J 1.3 MI SW OF JOT,GROVE HILL,CLARKE,9433,Verizon,AL,GTOWER,31.676916667,-87.785583333,84.7
HWY 31 ON SR 41  (Brewton),BREWTON,ESCAMBIA,9432,Verizon,AL,TOWER,31.113416667,-87.099277778,90.2
"0.9 MI W OF J8-43   -   2.8 MI N  (McIntosh, AL.)100034145",MCINTOSH,WASHINGTON,9431,Verizon,AL,TOWER,31.298194444,-88.081027778,90
(Thomasville) HWY 9 MIDWAY COMMUNITY,THOMASVILLE,CLARKE,9430,Verizon,AL,GTOWER,31.895305556,-87.779916667,93.3
(Atmore) 4 MI S OF I-65 OF SR 21 5 MI N,ATMORE,ESCAMBIA,9429,Verizon,AL,GTOWER,31.106611111,-87.471027778,92
